"","ENS","1_Stock","10_B11","2_Stock","3_WT","4_WT","5_WTA6","6_WTA6","7_B2","8_B2","9_B11","ENTREZID","SYMBOL"
"47","ENSG00000004864",4.41682597884782,3.49458689495652,4.52513485668005,4.44779434497007,4.51449394398662,4.36378853224708,4.31933589641586,4.17576575126348,4.09512797649075,3.4750067227376,"10165","SLC25A13"
"48","ENSG00000004866",4.15492251772802,3.70566226067774,4.2476211726907,4.31998520768113,4.18513415095535,4.12079661199335,4.16032060986718,3.92455938743977,3.64018119259867,3.654299966949,"7982","ST7"
"49","ENSG00000004866",4.15492251772802,3.70566226067774,4.2476211726907,4.31998520768113,4.18513415095535,4.12079661199335,4.16032060986718,3.92455938743977,3.64018119259867,3.654299966949,"93655","ST7-OT3"
"50","ENSG00000004866",4.15492251772802,3.70566226067774,4.2476211726907,4.31998520768113,4.18513415095535,4.12079661199335,4.16032060986718,3.92455938743977,3.64018119259867,3.654299966949,"102466616","MIR6132"
"51","ENSG00000004897",7.35645645527216,7.34334135019957,7.40279645854715,7.39154102755244,7.47630164187558,7.51596418739287,7.4534669656355,7.39877584912335,7.4722039630659,7.38209603887864,"996","CDC27"
"52","ENSG00000004961",5.10273463919023,4.72544060981639,5.15070568308059,5.16094525447448,5.05372156172467,4.7491008846855,4.80482590180801,4.9323199456126,4.88142029321482,4.76622648209755,"3052","HCCS"
"53","ENSG00000004975",4.49453072640958,4.31353626874865,4.46194531350536,4.49787792238887,4.48423277249103,4.30676879731047,4.42222829635448,4.41777176412926,4.48048659905743,4.47553922859935,"1856","DVL2"
"54","ENSG00000005007",7.76702887466899,7.36059170214024,7.68866360742942,7.68428522522909,7.69024448119023,7.54953048527134,7.54349306137824,7.43568941733088,7.41658269407634,7.3813004689304,"5976","UPF1"
"55","ENSG00000005020",5.97689435365996,5.52597977343397,5.92522297682336,6.06605139305867,6.00826255013224,6.24566020459734,6.30848230858637,5.52504014989996,5.60989102226219,5.61766302289064,"8935","SKAP2"
"56","ENSG00000005022",8.30423963386288,8.00835570016407,8.27266388905225,8.31569935561495,8.29639611712925,8.22766773423146,8.14956745489269,8.23298493426877,8.21413250466045,8.08903357806424,"292","SLC25A5"
"57","ENSG00000005059",5.67941169900185,5.24444732707876,5.69957930750224,5.80470470959024,5.76984898343964,5.58841639861757,5.63636953659632,5.14576430274799,5.387481562067,5.34155106430044,"55013","MCUB"
"58","ENSG00000005075",4.83898543325272,4.35168093068174,4.60530003450138,4.68244832671255,4.4376165295461,4.66992072752507,4.65876754105686,4.69556963383647,4.508396880152,4.41463403766642,"5439","POLR2J"
"59","ENSG00000005100",7.35049795017591,6.91162784544139,7.35432235184577,7.27717210218771,7.28549113664001,7.20563157217539,7.34748396290891,7.04474984555859,6.96649962177236,6.69792398804382,"56919","DHX33"
"60","ENSG00000005156",7.0084639588642,6.85299761230625,7.04413044728179,6.90732885224909,6.95954670112104,6.93258866400665,6.99366856938977,6.92739403775471,6.83270985970293,6.82623060403311,"3980","LIG3"
"61","ENSG00000005175",5.83474036862181,5.63052137880892,5.79453955131139,5.85168392247685,5.80495985870106,5.90888456331959,5.82271711572795,5.74076347048963,5.74974412893375,5.72690968220167,"79657","RPAP3"
"62","ENSG00000005187",0.0178789830009179,1.31097595568467,0.0982549466754435,0.310468264449755,0.046271230285392,0.748012851748154,0.793450219483348,1.44592798761282,0.647451382262839,1.45979932551989,"6296","ACSM3"
"63","ENSG00000005189",3.20195649657574,4.09108294035161,3.21617217001638,3.13667898890222,3.32863002665632,2.58205815608486,2.56078178410101,3.29587924085326,3.33819764347486,3.97430743114729,"81691","LOC81691"
"64","ENSG00000005194",6.95448882375257,6.40279326377363,6.99754420140134,6.88773921880295,6.90252533676836,6.84218108735036,6.74198279863229,6.46698948831358,6.57209314832943,6.60148044984613,"57019","CIAPIN1"
"65","ENSG00000005206",5.31649660708739,5.48366427515741,5.13052867443578,5.00689811742275,5.23123618994742,5.127234080577,5.3868507878824,4.90476534759718,5.05041518689128,5.07255619686414,"56928","SPPL2B"
"66","ENSG00000005238",1.13387401768141,2.23292227533483,1.04068343973202,1.11449714358564,1.58944729703752,0.999006210302014,1.27960459983817,0.794224699794811,1.33671587175905,2.07796764264682,"80256","FAM214B"
"67","ENSG00000005243",1.29146120052954,2.54970037229734,1.44096178797851,1.06219415283253,1.24900904234076,2.63860491820262,2.9329205987955,2.46729136839368,2.33770388865105,2.04619644072596,"51226","COPZ2"
"68","ENSG00000005249",0.339999431710237,3.19225251297396,0.20502317281322,0.557171285598393,0.591691004029441,0.999006210302014,0.93118527722951,2.55093115807406,2.68938979548962,3.36341280788582,"5577","PRKAR2B"
"69","ENSG00000005302",4.97300579959575,5.18934218911227,5.02153283192162,4.98247974796073,4.93195100150569,5.02134447931398,5.24873791210185,5.14576430274799,5.17753981130312,5.06067918760548,"10943","MSL3"
"70","ENSG00000005339",5.87265322746854,5.49507031711057,5.91149260758023,5.97527368755789,5.99580333975359,5.79946924155164,5.70280089217136,5.60548788510996,5.615034689355,5.31846273970334,"1387","CREBBP"
"71","ENSG00000005379",3.22818994494243,1.99658009238844,3.33848844351462,3.72127710209918,3.91714877604395,7.29849484002447,7.60397119891601,1.57140440617637,2.28704254091227,1.01077368583953,"9256","TSPOAP1"
"72","ENSG00000005421",0.892785231608116,-0.179732132271504,0.397429379924491,1.21373679744818,0.802583535114654,1.21273593595832,1.56003338177207,-0.596425232537929,-0.355739513083422,0.131397752797799,"5444","PON1"
"73","ENSG00000005436",4.44506054313452,4.03748576757567,4.31473009804692,4.2398423618063,4.45332323539792,4.68789568383526,4.86193243812179,4.10142361988197,4.13863829227277,3.97430743114729,"6936","GCFC2"
"74","ENSG00000005448",4.58865563225276,5.06475035870715,4.41266788368088,4.71668910564483,4.65242425477346,5.09054349957189,5.09232305973814,5.03392971631827,4.81144931826471,4.95770663604196,"84058","WDR54"
"75","ENSG00000005469",3.1886586940813,3.36382206943369,3.20335024583898,3.12397760990371,3.351162167342,3.25977155029978,3.49604354953423,3.60069928941941,3.55710172325459,3.2839131951276,"54677","CROT"
"76","ENSG00000005483",6.2428293111283,6.18944175736569,6.39437278983542,6.27292574749273,6.37277712694706,6.36776760398874,6.36123387384424,6.19532033475143,6.32927108421492,6.1173705352866,"55904","KMT2E"
"77","ENSG00000005486",5.54238155616736,5.17877148311179,5.36159403303654,5.29729346046226,5.26426091865872,5.50215665669064,5.322579585791,5.33461494913218,5.61246514815871,5.15678915854493,"57414","RHBDD2"
"78","ENSG00000005700",7.17533824408311,6.94839460545959,7.14647870851972,7.22682989883172,7.2891424971873,7.25996238721332,7.29102239177243,7.11513853128557,7.0581015970218,7.01449757295469,"25998","IBTK"
"79","ENSG00000005801",4.29801463536089,3.88109309040156,4.35006049339661,4.0581602340744,4.15982963710975,4.20434281273096,4.43386465070896,4.02304151308994,4.27486821191219,3.94875888217039,"7748","ZNF195"
"80","ENSG00000005810",7.53716056056248,7.4365028510724,7.62698849903814,7.57479248374393,7.58009922757701,7.93914634901097,7.95028901436297,7.52112774071671,7.32930212977812,7.36288021849107,"23077","MYCBP2"
"81","ENSG00000005812",5.39675088533224,5.30077827290183,5.3644764346403,5.40095515437694,5.41357258902039,5.74255910697061,5.78913668707014,5.32276559515735,5.4201728528682,5.40867853789489,"26224","FBXL3"
"82","ENSG00000005844",8.29960817522528,8.63902823815808,8.27802420069822,8.32092577694932,8.42343627441379,8.71232090470606,8.70917312352755,8.31190318099697,8.3024684022685,8.4375229453012,"3683","ITGAL"
"83","ENSG00000005882",0.339999431710237,0.750160614913702,-0.279639533368114,0.630845160162474,0.986543136479511,-0.830149383999177,-0.209099109939875,2.28388888382118,2.26102873266122,0.355334115089885,"5164","PDK2"
"84","ENSG00000005884",0.339999431710237,2.23292227533483,-0.142379095126646,0.118930165664684,0.927791537422884,0.748012851748154,0.719315575056115,2.30813033642412,2.15201266538887,1.80174248161994,"3675","ITGA3"
"85","ENSG00000005889",4.54236066022622,4.254358898935,4.41822701126691,4.52711420429454,4.59693967911407,4.63328466800156,4.69306482393063,4.41777176412926,4.42299201280215,4.24308347340301,"7543","ZFX"
"86","ENSG00000005893",6.73422140837296,6.94527962632986,6.7533285970151,6.81354517033104,6.87265997832378,6.89052041505474,6.89819623545343,6.94971648247722,6.91425428205244,7.05297413154981,"3920","LAMP2"
"87","ENSG00000006007",6.26675536186843,5.92216867900654,6.2584223051171,6.06771045205718,6.20664281767495,6.34953291419201,6.22555202223445,6.02844133251553,6.01590845762828,6.04888250385186,"51573","GDE1"
"88","ENSG00000006015",5.29803938773375,5.21025404424476,5.18371933750676,5.11354487062063,5.2907299332413,4.98545913162473,5.22214154191519,5.06981816811218,5.00019049453767,5.12672493472338,"55049","C19orf60"
"89","ENSG00000006025",4.63841003939479,4.8726209382008,4.41822701126691,4.69108500990938,4.67492749484647,4.9708512757691,5.21878225413838,4.75409297872937,4.66538884150262,4.69630286055539,"114881","OSBPL7"
"90","ENSG00000006042",4.0991570918382,2.52765497329352,4.08238673009302,3.47348624476273,3.93962587321571,3.29538088453222,3.0584996544732,5.97266116687495,5.93595590499198,2.36226147492473,"26022","TMEM98"
"91","ENSG00000006062",6.64088255687363,6.41485419554056,6.47792992798501,6.53641877981023,6.55609025342241,6.59074736466596,6.56148305886249,6.37674956505157,6.36787039842395,6.41505050132724,"9020","MAP3K14"
"92","ENSG00000006118",2.10607715635032,4.09108294035161,2.17760283977912,2.45419791502119,1.58944729703752,2.6569718124335,2.49565222277762,3.35525047759585,3.15257423005329,3.80428822898059,"54972","TMEM132A"
"93","ENSG00000006125",8.5972106725426,8.5205474188256,8.55468723716898,8.62605615658426,8.59047661542768,8.80247630560209,8.7452278606114,8.6200532160871,8.62408079429435,8.4793878320497,"163","AP2B1"
"94","ENSG00000006194",5.21192885027158,4.71084044032762,5.2287049317198,4.989498699519,5.0364460214715,5.02488440504416,4.92924929328593,4.99339310521636,5.08789375547272,4.8282544557405,"10127","ZNF263"
"95","ENSG00000006282",2.26656563870284,1.63348966570453,2.01101258566547,2.39199102552504,2.46977594255697,1.99757353135124,1.93234239016499,2.10173476954865,2.15201266538887,1.13679433279977,"64847","SPATA20"
"96","ENSG00000006327",0.603162059178788,2.17736654414499,0.71902298918954,1.00792342539076,0.591691004029441,1.56367424302972,1.27960459983817,1.57140440617637,1.68861557584566,1.98047470675212,"51330","TNFRSF12A"
"97","ENSG00000006432",0.433156920550216,-0.922195086769679,-0.600899354222173,0.557171285598393,-0.0686607532138636,0.356760085564483,0.377563444167258,0.402228097971505,0.799773177423433,-1.47535522788986,"4293","MAP3K9"
"98","ENSG00000006451",6.24604247033055,5.96995518777058,6.25376603569717,6.19004782362111,6.31090125288324,6.53845905679717,6.50744143516797,6.05375194665309,6.02173000704945,5.95789719910022,"5898","RALA"
"99","ENSG00000006453",3.04847013731195,2.57141396589844,3.16418623005298,2.74707164522334,2.91002749087824,4.31257325746731,4.274738804118,3.88481648396024,3.8379131346107,2.57759328856272,"55971","BAIAP2L1"
"100","ENSG00000006459",2.84313322703129,3.28716228731522,3.17735938508468,2.90389336520843,2.74966858193842,3.24770373977543,3.14599366601535,2.75869528408373,2.5242367265394,3.49867531115841,"80853","KDM7A"
"101","ENSG00000006468",3.51060815022317,3.83695522155126,3.32671306054016,4.19196484618608,4.12102069845815,4.6193026850669,4.88754575298348,3.5095609730803,3.57832440141937,4.0240860112434,"2115","ETV1"
"102","ENSG00000006530",6.63599202739119,6.69011174798551,6.67886602687123,6.68325014584121,6.74872635487064,6.61208501713783,6.60072594466652,6.49893194006931,6.55479859196459,6.70684203978205,"55750","AGK"
"103","ENSG00000006555",5.07770534874193,4.75420502394268,4.87964677455424,4.8421895212115,4.93568314837792,5.03193830494917,5.06264950411449,4.69556963383647,4.6302557686421,4.68603126177733,"55001","TTC22"
"104","ENSG00000006576",5.85382133437012,5.87274494908577,5.84494314223977,5.97527368755789,6.01356944852691,5.88570978373847,5.9537759984245,5.92838641305605,5.92977698005482,6.07075969560215,"57157","PHTF2"
"105","ENSG00000006607",5.47277505580938,5.48652425086602,5.42923029624856,5.48778512286135,5.44271576395949,5.16622384490091,5.18819139404466,5.40935068866805,5.34786638593884,5.45175546068027,"9855","FARP2"
"106","ENSG00000006625",5.67226363768843,5.02988629182905,5.75114816749374,5.62481846028805,5.58971132154801,5.88376164277287,5.81383848291378,5.18228892142004,5.31978902528698,5.22931793385273,"79017","GGCT"
"107","ENSG00000006634",7.05500678491298,6.62541421181873,7.11516088441007,7.16384948300109,7.22501412358767,7.0921058013298,7.10703013139602,6.89675013954715,6.93907616021823,6.85287476919221,"10926","DBF4"
"108","ENSG00000006652",5.34973349310904,5.79873784101906,5.56070976858987,5.42186087050268,5.28488975496134,5.02134447931398,5.13215256364325,5.47506166386224,5.52499592875033,5.65500533695226,"3475","IFRD1"
"109","ENSG00000006695",5.62368280324353,5.0220229586652,5.64372774577803,5.66701940353933,5.55616206336516,5.50215665669064,5.50739291002144,5.35802562550891,5.29115436631158,5.30510159569238,"1352","COX10"
"110","ENSG00000006704",2.24102693257896,-0.179732132271504,1.20406745209415,2.45419791502119,2.62577002849359,1.71158395859457,1.68214529506754,1.04559917884259,1.33671587175905,0.549136065398384,"9569","GTF2IRD1"
"111","ENSG00000006712",6.59373924933297,6.16644146618401,6.59912689850591,6.54478165411242,6.60846851382635,6.58955263529693,6.33819853876322,6.25888441620413,6.4333937142086,6.11545818806996,"54623","PAF1"
"112","ENSG00000006715",5.82832355088996,5.33291495419575,5.84494314223977,5.84202194386541,5.82723163598886,5.94483320125912,5.86416012627565,5.25890766663498,5.34167402494179,5.22577680036502,"27072","VPS41"
"113","ENSG00000006740",0.892785231608116,1.02654618176477,0.0982549466754435,-0.101987603489006,-0.481337950398132,0.603981651341068,-0.0711317365545452,2.42357989775287,2.26102873266122,1.0751595735037,"9912","ARHGAP44"
"114","ENSG00000006744",8.29340967744872,7.55499496990447,8.31871906614738,8.1711656423854,8.18046706327854,7.98711684847611,7.90867681335403,8.01467651951382,8.06236291532083,7.57256113189415,"60528","ELAC2"
"115","ENSG00000006747",-0.76041578303269,2.48252707924812,0.484793851100512,0.118930165664684,0.591691004029441,1.63952379344487,1.33029337583537,1.04559917884259,1.47892018134661,3.015175595678,"85477","SCIN"
"116","ENSG00000006757",2.47809734154401,2.8453860552219,2.75363481166854,2.99040622797376,2.79967501241507,2.86086602385908,2.62309767644183,2.59100027314321,2.93949118150623,3.11042634060624,"8228","PNPLA4"
"117","ENSG00000006831",6.7284895605231,6.84187374732288,6.768641436951,6.83610940835497,6.75084631447532,6.82705359930783,6.82386208118863,6.89774887970732,6.77643362604368,7.03285128283631,"79602","ADIPOR2"
"118","ENSG00000007038",6.53715531766621,6.86952422531147,6.50430489575265,6.51711961864374,6.35058264503999,6.5763448953814,6.47964203877097,6.60302231055686,6.52641573550811,6.85287476919221,"10942","PRSS21"
"119","ENSG00000007047",4.16174404144743,4.39494464038864,3.97332524200429,4.28047021298109,4.32260390426739,4.0668703385887,4.1031667271499,4.28361464436913,4.32595136732144,4.48149068590664,"57787","MARK4"
"120","ENSG00000007080",6.78701600221982,6.20515291877327,6.60279315803979,6.65704017774811,6.58845625474627,6.54833169531834,6.50192424428342,6.51073035104338,6.48065432869716,6.23477067479297,"115098","CCDC124"
"121","ENSG00000007129",3.78253538489191,4.66613190139334,3.81376533009186,4.0581602340744,3.93217235006735,3.74502762667695,3.83130885655933,4.16916346835672,4.37528744736971,4.67568600726979,"90273","CEACAM21"
"122","ENSG00000007168",7.83795087506008,7.75087683663799,7.91540155215841,7.89985721571243,7.97002169411778,7.78693738380404,7.78806368769991,7.83395173896018,7.88156849944964,7.72017277037389,"5048","PAFAH1B1"
"123","ENSG00000007202",8.62586004326322,8.37766007273901,8.66839137440331,8.58175076257225,8.54508392163975,8.62054735343802,8.6199878823155,8.59687206695403,8.55048231300603,8.38014184142521,"9703","KIAA0100"
"124","ENSG00000007237",1.7555177033707,3.28716228731522,1.75396136900958,2.08632072927704,1.83302354500243,1.63952379344487,1.75816469443147,4.14917337414413,4.28780957040117,3.24245784772892,"8522","GAS7"
"125","ENSG00000007255",3.03367192191292,3.69581066014995,2.96589372283726,2.93331119509004,2.76653071773366,3.03948011026023,2.96535492293685,3.36683705997882,3.26154943414751,3.94014115877362,"79090","TRAPPC6A"
"126","ENSG00000007264",5.78037401025208,5.61753441103352,5.71772612442582,5.57902105505808,5.3701031125517,5.63548674068881,5.53736698523127,6.16245626070573,6.10085731818354,5.61495836137369,"4145","MATK"
"127","ENSG00000007312",5.45066401553676,4.99817248950576,5.29063021276915,5.47033053377673,5.41624642973378,5.56429250738913,5.40765361696269,5.24954991454292,5.42896157823762,5.09989478443795,"974","CD79B"
"128","ENSG00000007341",3.27926774414706,3.13507648558468,3.16418623005298,3.26947707003419,3.42736367006518,3.37520279834036,3.41616797406489,3.33179435700585,3.08003278897941,3.19977596415115,"54879","ST7L"
"129","ENSG00000007350",7.01224314267424,5.49790779294397,7.06021996472507,6.81453359764359,6.7718763188427,7.1596781939129,7.06181143099734,8.026595841459,8.07221403041324,5.42111803453174,"8277","TKTL1"
"130","ENSG00000007376",5.7759348904845,4.98609774661734,5.79240069943199,5.44757407869032,5.47641548014344,5.59795412903006,5.51288926679497,5.13902296043848,5.23546521603714,5.10761159158004,"113000","RPUSD1"
"131","ENSG00000007392",5.63353072355905,5.76615649073253,5.71547021598335,5.62030358987484,5.76356326139887,5.54716251229033,5.7266490235998,5.50158181096569,5.48622340526566,5.59038548911352,"55692","LUC7L"
"132","ENSG00000007516",-0.76041578303269,2.9813603601564,-0.600899354222173,0.217875556034677,0.591691004029441,0.878960992974066,0.793450219483348,1.25960500538061,0.477127904645648,2.16928727587551,"8938","BAIAP3"
"133","ENSG00000007520",5.27934297116955,4.69609100428096,5.2287049317198,5.12951866509215,5.13388091317742,5.07355241908009,5.13927761818362,4.9555264062367,5.18793240726257,4.82357661485147,"115939","TSR3"
"134","ENSG00000007541",3.58354388471805,3.69581066014995,3.73577151978252,3.42253344691989,3.50979093481657,3.48207859876585,3.74986324905916,3.4454377418958,3.52467060529401,3.58964779831958,"9091","PIGQ"
